Time,N-S Acceleration (𝑚∕𝑠^2 )(392 m),E-W Acceleration (𝑚∕𝑠^2 ) (392 m),Z Acceleration (𝑚∕𝑠^2 ) (392 m),N-S Acceleration (𝑚∕𝑠^2 ) (494 m),E-W Acceleration (𝑚∕𝑠^2 ) (494 m),Z Acceleration (𝑚∕𝑠^2 ) (494 m),,
07:58:04.140,0.022976188,-0.01226556,-0.009947632,0.033565496,-0.034402649,-0.051167485,,
07:58:04.145,0.022972948,-0.012287215,-0.009939653,0.033552043,-0.034399368,-0.051158652,,
07:58:04.150,0.022988524,-0.012281345,-0.00992115,0.033482563,-0.034416408,-0.051134989,,
07:58:04.155,0.022993807,-0.012287654,-0.009948117,0.033526659,-0.034439817,-0.051145378,,
07:58:04.160,0.022969858,-0.01231643,-0.009954309,0.033584643,-0.034449139,-0.051153742,,
07:58:04.165,0.022965828,-0.012320735,-0.009927488,0.03352638,-0.034446839,-0.051129357,,
07:58:04.170,0.02299015,-0.012310518,-0.009943356,0.033498282,-0.03446617,-0.051120761,,
07:58:04.175,0.022987639,-0.012322458,-0.009968073,0.033568083,-0.034491361,-0.05114344,,
07:58:04.180,0.022964845,-0.012334237,-0.009944412,0.033565176,-0.034479536,-0.051143865,,
07:58:04.185,0.022960002,-0.012340352,-0.009945242,0.033515677,-0.034484553,-0.051129862,,
07:58:04.190,0.022985801,-0.01235077,-0.009983216,0.033560752,-0.034519889,-0.051147911,,
07:58:04.195,0.022990033,-0.012357019,-0.009978993,0.033585432,-0.03453323,-0.051156437,,
07:58:04.200,0.022966478,-0.012364461,-0.009958983,0.03356093,-0.03453128,-0.051143084,,
07:58:04.205,0.022979354,-0.012368004,-0.009988531,0.033573128,-0.034544203,-0.051138341,,
07:58:04.210,0.022990739,-0.012377734,-0.010007292,0.033598185,-0.034563855,-0.051146948,,
07:58:04.215,0.022977488,-0.012382069,-0.00997737,0.033566139,-0.034570505,-0.051139235,,
07:58:04.220,0.022971055,-0.012387932,-0.009996166,0.03355932,-0.034572375,-0.051129707,,
07:58:04.225,0.022977556,-0.012404819,-0.010032891,0.033599003,-0.034588069,-0.051139049,,
07:58:04.230,0.022977871,-0.012410363,-0.010016771,0.03357272,-0.034596548,-0.051129685,,
07:58:04.235,0.022964894,-0.012413208,-0.010010096,0.033540885,-0.03459881,-0.0511073,,
07:58:04.240,0.022975135,-0.012424235,-0.010045146,0.033585832,-0.03461821,-0.051113709,,
07:58:04.245,0.022968713,-0.012441508,-0.010039948,0.033598929,-0.034632543,-0.05111836,,
07:58:04.250,0.022947358,-0.012445533,-0.010014265,0.033551474,-0.034637528,-0.051102338,,
07:58:04.255,0.022972926,-0.012444485,-0.010039095,0.03356172,-0.034649932,-0.051095901,,
07:58:04.260,0.022986678,-0.012454111,-0.010052394,0.033607471,-0.034674939,-0.051108574,,
07:58:04.265,0.022954517,-0.012475998,-0.010027073,0.033592837,-0.034685916,-0.051106518,,
07:58:04.270,0.022953401,-0.012482493,-0.010030323,0.033572011,-0.034690673,-0.05108575,,
07:58:04.275,0.022972841,-0.012479664,-0.01005759,0.033612698,-0.034706403,-0.05107935,,
07:58:04.280,0.022967899,-0.01248229,-0.010040914,0.033610685,-0.034713559,-0.051079076,,
07:58:04.285,0.022940993,-0.012493119,-0.010035454,0.033590598,-0.034716417,-0.05107868,,
07:58:04.290,0.022948314,-0.012508621,-0.010066712,0.033622547,-0.034728423,-0.051085054,,
07:58:04.295,0.022972303,-0.012504543,-0.010064677,0.033620258,-0.034737318,-0.051088032,,
07:58:04.300,0.022941669,-0.012510345,-0.01004827,0.033594119,-0.034747518,-0.051084335,,
07:58:04.305,0.022927975,-0.012525634,-0.01007518,0.033621689,-0.03476064,-0.051091194,,
07:58:04.310,0.022952988,-0.012526496,-0.010091021,0.033630021,-0.034767924,-0.05109779,,
07:58:04.315,0.022961025,-0.01251578,-0.010074888,0.033582258,-0.03477824,-0.051085048,,
07:58:04.320,0.022938094,-0.012526312,-0.010089611,0.033593558,-0.034794526,-0.051074606,,
07:58:04.325,0.022933766,-0.012549983,-0.010111737,0.03364138,-0.034809678,-0.051069582,,
07:58:04.330,0.02295171,-0.012555567,-0.010094824,0.033608601,-0.034810825,-0.051052803,,
07:58:04.335,0.022945383,-0.012555057,-0.010088873,0.033577601,-0.034827696,-0.051036587,,
07:58:04.340,0.022924816,-0.012572859,-0.010116757,0.033643028,-0.034854742,-0.051039962,,
07:58:04.345,0.022922024,-0.012590967,-0.010104742,0.033645788,-0.034856459,-0.051024974,,
07:58:04.350,0.022927186,-0.012587961,-0.010086159,0.033583438,-0.034855864,-0.051001536,,
07:58:04.355,0.022928726,-0.012591906,-0.010112611,0.033615201,-0.034881262,-0.051008764,,
07:58:04.360,0.022921515,-0.012606042,-0.010119278,0.033658391,-0.034891441,-0.051021513,,
07:58:04.365,0.022899279,-0.012617322,-0.010088287,0.033614964,-0.034886038,-0.051014095,,
07:58:04.370,0.022924571,-0.01261275,-0.010100767,0.033595914,-0.034896903,-0.051010925,,
07:58:04.375,0.022932697,-0.012620097,-0.010129669,0.033650776,-0.034919884,-0.051026194,,
07:58:04.380,0.022904552,-0.012631838,-0.010111885,0.033642815,-0.034930263,-0.051021867,,
07:58:04.385,0.022905045,-0.012631901,-0.010108037,0.033586738,-0.034918299,-0.05100297,,
07:58:04.390,0.022927672,-0.012639479,-0.010142898,0.033631637,-0.03494708,-0.051013316,,
07:58:04.395,0.022920035,-0.012650326,-0.010139573,0.033669749,-0.034965106,-0.051023908,,
07:58:04.400,0.02288786,-0.012658567,-0.010120093,0.033627405,-0.034952188,-0.051000072,,
07:58:04.405,0.022916482,-0.012661813,-0.010150762,0.033632037,-0.034958418,-0.05098678,,
07:58:04.410,0.02292382,-0.012672271,-0.010171374,0.033670853,-0.034979367,-0.051000312,,
07:58:04.415,0.022889728,-0.012683234,-0.010153646,0.033639394,-0.034977336,-0.050991471,,
07:58:04.420,0.02288878,-0.012689505,-0.010163184,0.033622497,-0.034966708,-0.050974656,,
07:58:04.425,0.022916222,-0.012693878,-0.010192686,0.033665084,-0.034989122,-0.050976402,,
07:58:04.430,0.022909432,-0.012698276,-0.010178262,0.033658704,-0.035004857,-0.050973115,,
07:58:04.435,0.022877107,-0.012707206,-0.010165555,0.033623041,-0.035001565,-0.050950656,,
07:58:04.440,0.022878489,-0.012725657,-0.010188047,0.033654221,-0.035020503,-0.050947083,,
07:58:04.445,0.02289175,-0.012731027,-0.010182513,0.033659071,-0.035041962,-0.050951132,,
07:58:04.450,0.022876969,-0.012734817,-0.010162312,0.033612813,-0.035057747,-0.050943001,,
07:58:04.455,0.022874001,-0.012747164,-0.010184328,0.033635948,-0.035076929,-0.050940919,,
07:58:04.460,0.022882203,-0.012754959,-0.010199926,0.033670434,-0.035086264,-0.05094275,,
07:58:04.465,0.022879197,-0.012752612,-0.010179542,0.033619555,-0.035093997,-0.050927386,,
07:58:04.470,0.022869684,-0.012754121,-0.010195478,0.033616601,-0.035099332,-0.050922238,,
07:58:04.475,0.02286748,-0.012768664,-0.010229768,0.033680414,-0.035103805,-0.050929671,,
07:58:04.480,0.022872892,-0.012770913,-0.010211994,0.033650705,-0.035100142,-0.050910024,,
07:58:04.485,0.022861081,-0.012773423,-0.010205963,0.033614489,-0.035110677,-0.050893985,,
07:58:04.490,0.022864182,-0.012789023,-0.010235083,0.033673529,-0.035127445,-0.050905985,,
07:58:04.495,0.022860485,-0.012799518,-0.010227003,0.033685363,-0.035122474,-0.050902779,,
07:58:04.500,0.022856642,-0.012795654,-0.010201186,0.033628521,-0.035129234,-0.050876986,,
07:58:04.505,0.022862561,-0.012798753,-0.010220362,0.03365511,-0.035158359,-0.050878171,,
07:58:04.510,0.022839193,-0.012819774,-0.010233647,0.033700518,-0.035165841,-0.050889929,,
07:58:04.515,0.022834915,-0.012826153,-0.010207799,0.033638804,-0.03515496,-0.050866854,,
07:58:04.520,0.022851743,-0.012813776,-0.010221328,0.033622734,-0.035172712,-0.05085165,,
07:58:04.525,0.022834687,-0.012834989,-0.010251009,0.033699218,-0.03519969,-0.050864205,,
07:58:04.530,0.022824311,-0.012856182,-0.010233212,0.033663115,-0.035191746,-0.050850898,,
07:58:04.535,0.022836994,-0.01284718,-0.010235086,0.033605698,-0.035200793,-0.050821786,,
07:58:04.540,0.022835224,-0.012852113,-0.01027482,0.03365888,-0.035231099,-0.050828783,,
07:58:04.545,0.022821464,-0.012861824,-0.010261597,0.033680302,-0.035229552,-0.050832648,,
07:58:04.550,0.022804699,-0.012866896,-0.010230032,0.033625577,-0.03522738,-0.050807785,,
07:58:04.555,0.022817904,-0.012870313,-0.010262291,0.033632422,-0.035248192,-0.050806167,,
07:58:04.560,0.022821882,-0.012878091,-0.010282663,0.0336774,-0.035277058,-0.050820381,,
07:58:04.565,0.02279772,-0.012885511,-0.010244177,0.033644453,-0.035282819,-0.050812205,,
07:58:04.570,0.022790867,-0.012890408,-0.010246307,0.033627661,-0.035284304,-0.050800277,,
07:58:04.575,0.022813871,-0.012896102,-0.010278191,0.033669526,-0.035298415,-0.050806336,,
07:58:04.580,0.022806697,-0.012900232,-0.010262917,0.03365608,-0.03530437,-0.050802587,,
07:58:04.585,0.022779036,-0.012913491,-0.010257401,0.033631631,-0.035306403,-0.050785317,,
07:58:04.590,0.022794609,-0.012930555,-0.010291785,0.033672134,-0.035308814,-0.050782745,,
07:58:04.595,0.022809115,-0.012938449,-0.010289744,0.033678533,-0.035325057,-0.050779652,,
07:58:04.600,0.022793811,-0.012941087,-0.010278361,0.033640768,-0.035326004,-0.050763439,,
07:58:04.605,0.022782712,-0.012954125,-0.01031079,0.033668049,-0.035323001,-0.050759008,,
07:58:04.610,0.022795285,-0.012966067,-0.010323819,0.033697046,-0.035345318,-0.050756904,,
07:58:04.615,0.022789368,-0.012965004,-0.01029431,0.033642451,-0.035347005,-0.050739316,,
07:58:04.620,0.022768709,-0.012969977,-0.010306488,0.033634993,-0.035342882,-0.050731553,,
07:58:04.625,0.022778569,-0.012986527,-0.010334552,0.033679704,-0.03535403,-0.050736272,,
07:58:04.630,0.022785164,-0.012995921,-0.010310239,0.03364611,-0.035366288,-0.05072532,,
07:58:04.635,0.022770163,-0.013000302,-0.010302301,0.033617867,-0.035376193,-0.050713007,,
07:58:04.640,0.022771084,-0.013014057,-0.010335175,0.033670533,-0.035385883,-0.050714807,,
07:58:04.645,0.022780124,-0.013019834,-0.010334378,0.033673113,-0.035404088,-0.050703537,,
07:58:04.650,0.022765698,-0.013020763,-0.010314941,0.033624514,-0.035418987,-0.050683601,,
07:58:04.655,0.022750281,-0.013035773,-0.010346909,0.033657846,-0.035431988,-0.050685758,,
07:58:04.660,0.022764125,-0.013047419,-0.010361414,0.03367943,-0.035440799,-0.050681752,,
07:58:04.665,0.022760221,-0.013049936,-0.010335617,0.033632123,-0.035450209,-0.050664467,,
07:58:04.670,0.022739803,-0.013054735,-0.010343095,0.033635505,-0.035465447,-0.050662822,,
07:58:04.675,0.022738698,-0.01306826,-0.010362792,0.033683694,-0.035465347,-0.050670816,,
07:58:04.680,0.022735203,-0.01307047,-0.010343863,0.033650709,-0.035463436,-0.050656053,,
07:58:04.685,0.022732606,-0.013064078,-0.010346401,0.03360045,-0.03546716,-0.050637356,,
07:58:04.690,0.02272907,-0.013081527,-0.010383409,0.033660677,-0.035479509,-0.050644192,,
07:58:04.695,0.02272624,-0.013090191,-0.010371561,0.033683505,-0.035483366,-0.050641818,,
07:58:04.700,0.022713067,-0.013094681,-0.010344375,0.03363063,-0.03547906,-0.050621646,,
07:58:04.705,0.022716084,-0.013104741,-0.010373043,0.033647217,-0.035500018,-0.05061584,,
07:58:04.710,0.022723758,-0.013108652,-0.010391796,0.0336857,-0.035515,-0.050618985,,
07:58:04.715,0.022703994,-0.013110402,-0.010367611,0.033647606,-0.035510404,-0.05060236,,
07:58:04.720,0.022700925,-0.013115118,-0.010384722,0.033622887,-0.035514092,-0.050583866,,
07:58:04.725,0.022713972,-0.013126688,-0.010418909,0.033669293,-0.035537804,-0.050585542,,
07:58:04.730,0.022697498,-0.013133868,-0.010404132,0.033662965,-0.035547771,-0.050574544,,
07:58:04.735,0.022688056,-0.013137395,-0.010394901,0.033617723,-0.035543815,-0.050547937,,
07:58:04.740,0.022702276,-0.013154694,-0.0104208,0.033654423,-0.03556898,-0.050545165,,
07:58:04.745,0.022705686,-0.013162275,-0.010407731,0.033667805,-0.035591349,-0.05054646,,
07:58:04.750,0.022682761,-0.013168148,-0.010377595,0.033618605,-0.035584861,-0.050527248,,
07:58:04.755,0.022677491,-0.013181077,-0.01040074,0.033632154,-0.035592702,-0.050528637,,
07:58:04.760,0.022687497,-0.013187015,-0.010414376,0.033658748,-0.035604827,-0.050536725,,
07:58:04.765,0.022664947,-0.013193794,-0.010392437,0.033623859,-0.03560701,-0.050522493,,
07:58:04.770,0.022646828,-0.013204608,-0.010404474,0.033609596,-0.035605388,-0.05050694,,
07:58:04.775,0.022662152,-0.013214654,-0.010432599,0.033646287,-0.035614438,-0.050510113,,
07:58:04.780,0.022659586,-0.013218661,-0.010414571,0.033638153,-0.035634659,-0.05050278,,
07:58:04.785,0.022651282,-0.013218198,-0.010408923,0.033611449,-0.035631375,-0.050482484,,
07:58:04.790,0.02265854,-0.013232725,-0.010443551,0.033658589,-0.035643403,-0.050478432,,
07:58:04.795,0.022664567,-0.013239343,-0.010439155,0.0336639,-0.035655463,-0.050474163,,
07:58:04.800,0.022640241,-0.013246541,-0.01041926,0.033611612,-0.035653747,-0.050457085,,
07:58:04.805,0.022630531,-0.013255617,-0.010446768,0.033641389,-0.035672364,-0.050453203,,
07:58:04.810,0.02263605,-0.013264724,-0.010455772,0.033678859,-0.035684248,-0.050455116,,
07:58:04.815,0.022631536,-0.013268649,-0.010427295,0.033628974,-0.035690921,-0.050439632,,
07:58:04.820,0.022634937,-0.013269752,-0.01044379,0.033617049,-0.035695553,-0.05042784,,
07:58:04.825,0.022630729,-0.01328624,-0.010476203,0.033667735,-0.035701786,-0.050430605,,
07:58:04.830,0.022617965,-0.01329607,-0.010460272,0.033643472,-0.035704106,-0.050418903,,
07:58:04.835,0.022629503,-0.013291214,-0.010455569,0.033590017,-0.035703665,-0.050405645,,
07:58:04.840,0.022626401,-0.013310797,-0.010495217,0.033639064,-0.035721464,-0.050417918,,
07:58:04.845,0.022615165,-0.013329166,-0.010490147,0.033653326,-0.03572488,-0.050414047,,
07:58:04.850,0.022619025,-0.013328022,-0.010461453,0.033580269,-0.035723025,-0.050385261,,
07:58:04.855,0.022618156,-0.013339048,-0.010490784,0.033606007,-0.035749242,-0.050378206,,
07:58:04.860,0.022604695,-0.013357841,-0.010510801,0.033661362,-0.035756132,-0.050376667,,
07:58:04.865,0.022588217,-0.013359795,-0.01048003,0.033606601,-0.035749023,-0.050342857,,
07:58:04.870,0.022600245,-0.013357898,-0.010485044,0.033585486,-0.03576252,-0.050314658,,
07:58:04.875,0.022611706,-0.013373266,-0.010510071,0.033646428,-0.0357788,-0.050322901,,
07:58:04.880,0.022586014,-0.013388266,-0.010485281,0.033631971,-0.035786247,-0.05031711,,
07:58:04.885,0.022579693,-0.013391565,-0.01047417,0.033587879,-0.035791975,-0.050298737,,
07:58:04.890,0.022595684,-0.013393102,-0.01050721,0.033628931,-0.035808304,-0.050308544,,
07:58:04.895,0.02258051,-0.013396665,-0.010506716,0.03365745,-0.035812908,-0.050315768,,
07:58:04.900,0.022548281,-0.013405997,-0.010484156,0.033604629,-0.035802139,-0.050293028,,
07:58:04.905,0.022564383,-0.013402986,-0.010515963,0.033599906,-0.035811519,-0.050278465,,
07:58:04.910,0.022575924,-0.013403554,-0.010533305,0.033651421,-0.035827374,-0.050284867,,
07:58:04.915,0.022547813,-0.013412629,-0.010508353,0.033624894,-0.035830334,-0.050275502,,
07:58:04.920,0.022529659,-0.01342464,-0.010523878,0.033601562,-0.035822176,-0.05026132,,
07:58:04.925,0.022552126,-0.013438614,-0.010554506,0.033637238,-0.035839232,-0.050259717,,
07:58:04.930,0.022546969,-0.013449381,-0.010535491,0.033612728,-0.035850924,-0.050240353,,
07:58:04.935,0.022523228,-0.013453766,-0.010526413,0.033581498,-0.035848645,-0.050217604,,
07:58:04.940,0.022538779,-0.013463443,-0.010562819,0.033622966,-0.035860287,-0.050215077,,
07:58:04.945,0.022544319,-0.013475404,-0.010562043,0.033620818,-0.035873218,-0.050205824,,
07:58:04.950,0.022520038,-0.013485462,-0.010542023,0.03357796,-0.035880706,-0.050186366,,
07:58:04.955,0.022519873,-0.013495728,-0.010563015,0.033598496,-0.03588578,-0.050178794,,
07:58:04.960,0.022537375,-0.013502575,-0.01057416,0.033628359,-0.035893352,-0.050175284,,
07:58:04.965,0.022519275,-0.01350339,-0.010541789,0.033589934,-0.035904489,-0.050160717,,
07:58:04.970,0.022498436,-0.01350641,-0.010553134,0.033588249,-0.035906734,-0.050147362,,
07:58:04.975,0.022505201,-0.013513326,-0.010582059,0.03363765,-0.035917073,-0.050149901,,
07:58:04.980,0.022498784,-0.013510012,-0.010560177,0.033602196,-0.035930032,-0.050138337,,
07:58:04.985,0.022482862,-0.013511159,-0.010544565,0.033560981,-0.035929227,-0.050126292,,
07:58:04.990,0.022478257,-0.013529786,-0.010575481,0.033609306,-0.035942823,-0.050131876,,
07:58:04.995,0.022489146,-0.013543445,-0.01057302,0.033620057,-0.035944036,-0.050123254,,
07:58:05.000,0.022491384,-0.013541194,-0.010551691,0.033558134,-0.035943279,-0.050097516,,
07:58:05.005,0.022485864,-0.01354797,-0.010586522,0.033594233,-0.035951497,-0.050098206,,
07:58:05.010,0.022485575,-0.013563817,-0.010603272,0.033643206,-0.035952641,-0.050095434,,
07:58:05.015,0.022467738,-0.013565802,-0.010578803,0.033585884,-0.035946944,-0.050067473,,
07:58:05.020,0.022462959,-0.013567169,-0.010590276,0.033561124,-0.035959945,-0.050055343,,
07:58:05.025,0.022481326,-0.013583735,-0.01062216,0.033616942,-0.035977936,-0.050067784,,
07:58:05.030,0.022470453,-0.013601921,-0.010598991,0.033602506,-0.035975569,-0.050056841,,
07:58:05.035,0.022456484,-0.013611675,-0.010591418,0.033556712,-0.035977619,-0.050032964,,
07:58:05.040,0.022468297,-0.013624239,-0.010630961,0.033604082,-0.035996257,-0.050037615,,
07:58:05.045,0.022472251,-0.013635152,-0.010623743,0.033617049,-0.036004911,-0.0500354,,
07:58:05.050,0.022437787,-0.013642355,-0.01059193,0.033567083,-0.035994968,-0.050009773,,
07:58:05.055,0.022429316,-0.013650171,-0.010616508,0.033570914,-0.036005275,-0.049990566,,
07:58:05.060,0.022439211,-0.013658879,-0.010638477,0.033604123,-0.03602478,-0.049980788,,
07:58:05.065,0.022429293,-0.013653613,-0.010607581,0.033560013,-0.036031864,-0.049958747,,
07:58:05.070,0.022412795,-0.013661096,-0.010618645,0.033544745,-0.036024069,-0.049944031,,
07:58:05.075,0.022429462,-0.013676673,-0.010651926,0.033596759,-0.036042874,-0.049952636,,
07:58:05.080,0.022436792,-0.01367927,-0.010633648,0.03358394,-0.03605697,-0.049945223,,
07:58:05.085,0.022417698,-0.01367989,-0.010624413,0.033542425,-0.036051731,-0.049921563,,
07:58:05.090,0.022415037,-0.013690477,-0.010668057,0.033586087,-0.036063293,-0.049922676,,
07:58:05.095,0.022418134,-0.013700896,-0.010666055,0.033598168,-0.036073508,-0.049925969,,
07:58:05.100,0.022400459,-0.01370423,-0.010643274,0.033536291,-0.036069963,-0.04990295,,
07:58:05.105,0.022386055,-0.013713025,-0.010671055,0.033559677,-0.036069373,-0.04989748,,
07:58:05.110,0.022392581,-0.013721182,-0.010683696,0.033599385,-0.036079484,-0.049900749,,
07:58:05.115,0.02238006,-0.013720395,-0.010658789,0.033549748,-0.036079339,-0.049876698,,
07:58:05.120,0.022375669,-0.013720466,-0.010666528,0.033539095,-0.036077116,-0.049863309,,
07:58:05.125,0.022384283,-0.013737506,-0.010693419,0.033604609,-0.036083037,-0.049873844,,
07:58:05.130,0.022377978,-0.013747867,-0.010665991,0.033586879,-0.036089336,-0.049852466,,
07:58:05.135,0.022364808,-0.013749347,-0.010651089,0.033536724,-0.036091018,-0.049823207,,
07:58:05.140,0.022359414,-0.013764702,-0.010678785,0.033575824,-0.036107752,-0.049822118,,
07:58:05.145,0.022351687,-0.013781901,-0.010680529,0.033591549,-0.03612253,-0.049819369,,
07:58:05.150,0.022347625,-0.013783108,-0.010655062,0.033525738,-0.036123136,-0.049788845,,
07:58:05.155,0.022356918,-0.013784552,-0.010684408,0.033538908,-0.036127627,-0.049775892,,
07:58:05.160,0.022349507,-0.013800382,-0.010703492,0.033595335,-0.036132434,-0.049781444,,
07:58:05.165,0.022321151,-0.01380505,-0.010676005,0.033546023,-0.036130143,-0.049757541,,
07:58:05.170,0.022322148,-0.013805032,-0.010686597,0.033513396,-0.036137707,-0.049733467,,
07:58:05.175,0.022340619,-0.013811163,-0.010717303,0.033565724,-0.036151197,-0.049735984,,
07:58:05.180,0.022312552,-0.013823204,-0.010696772,0.033563917,-0.036157706,-0.049730239,,
07:58:05.185,0.022294638,-0.013828893,-0.010681846,0.033519058,-0.036159003,-0.049705902,,
07:58:05.190,0.022317446,-0.013836102,-0.01071917,0.033543251,-0.036167693,-0.049698631,,
07:58:05.195,0.022319185,-0.01384547,-0.0107155,0.033561551,-0.036178099,-0.04969573,,
07:58:05.200,0.022292143,-0.013844584,-0.010691991,0.033523666,-0.036170606,-0.049681637,,
07:58:05.205,0.022282666,-0.013857358,-0.010718277,0.033538939,-0.036182997,-0.049675745,,
07:58:05.210,0.022308722,-0.013864583,-0.010737804,0.033564478,-0.036192274,-0.049678612,,
07:58:05.215,0.02229465,-0.013862345,-0.01070928,0.033525511,-0.036187689,-0.049667602,,
07:58:05.220,0.022273979,-0.013867915,-0.010718283,0.033517243,-0.036194607,-0.049658572,,
07:58:05.225,0.022283064,-0.013889053,-0.010748744,0.033563319,-0.036201355,-0.049659569,,
07:58:05.230,0.022280832,-0.013894517,-0.010732959,0.033540156,-0.036204367,-0.049635166,,
07:58:05.235,0.022259427,-0.013898715,-0.010720637,0.033495116,-0.036197047,-0.049609265,,
07:58:05.240,0.022253207,-0.013916789,-0.010747857,0.033549019,-0.03621969,-0.049606908,,
07:58:05.245,0.022255197,-0.013934344,-0.010744745,0.033562266,-0.03622419,-0.049596795,,
07:58:05.250,0.022247388,-0.013935914,-0.010715153,0.033490163,-0.036208676,-0.049562244,,
07:58:05.255,0.022248906,-0.013942639,-0.010737976,0.033515027,-0.036231855,-0.049550313,,
07:58:05.260,0.022249077,-0.013963054,-0.010747869,0.033572399,-0.03624879,-0.049560996,,
07:58:05.265,0.02223923,-0.013964772,-0.010723858,0.033510908,-0.036237581,-0.049533891,,
07:58:05.270,0.022237236,-0.013967475,-0.010741023,0.033476976,-0.036242224,-0.049515895,,
07:58:05.275,0.02225104,-0.013976722,-0.010775911,0.033532699,-0.036262168,-0.049529224,,
07:58:05.280,0.022227844,-0.013991883,-0.010758575,0.033531537,-0.036271635,-0.049517982,,
07:58:05.285,0.022205005,-0.013997697,-0.010754087,0.033480098,-0.036264677,-0.049489767,,
07:58:05.290,0.022222238,-0.014001029,-0.010796059,0.033511413,-0.036270315,-0.049491368,,
07:58:05.295,0.022229315,-0.014007706,-0.010793617,0.033533365,-0.036284852,-0.04949025,,
07:58:05.300,0.022197848,-0.014015281,-0.010770316,0.033497827,-0.036274122,-0.049468562,,
07:58:05.305,0.022192393,-0.014025902,-0.010797217,0.033504112,-0.036266341,-0.049454718,,
07:58:05.310,0.022208745,-0.014030938,-0.01081674,0.033534188,-0.036278064,-0.049454437,,
07:58:05.315,0.022198925,-0.014023988,-0.010782443,0.03349567,-0.036284982,-0.049438628,,
07:58:05.320,0.022175401,-0.014038858,-0.010783932,0.03349303,-0.036283382,-0.04942864,,
07:58:05.325,0.022184562,-0.014062435,-0.010807236,0.033539415,-0.036285344,-0.049427724,,
07:58:05.330,0.022188045,-0.014061134,-0.010782924,0.033502118,-0.036303658,-0.04940637,,
07:58:05.335,0.022157316,-0.014066855,-0.01077347,0.033468788,-0.036314627,-0.049379904,,
07:58:05.340,0.022153984,-0.014090916,-0.010809802,0.033514591,-0.036324069,-0.049372362,,
07:58:05.345,0.02215851,-0.014108378,-0.010810349,0.033508493,-0.03633508,-0.049362411,,
07:58:05.350,0.022152569,-0.014099354,-0.010787547,0.033443305,-0.03633617,-0.049340277,,
07:58:05.355,0.022141872,-0.014105384,-0.010819291,0.033479706,-0.036337242,-0.049337034,,
07:58:05.360,0.022133942,-0.014132068,-0.010839104,0.033526431,-0.036335744,-0.049336594,,
07:58:05.365,0.022126468,-0.014130832,-0.010817794,0.033471824,-0.036331932,-0.049315286,,
07:58:05.370,0.022135374,-0.014122772,-0.01082735,0.033449668,-0.036337205,-0.049304303,,
07:58:05.375,0.022139005,-0.01413399,-0.01085768,0.03352644,-0.036342617,-0.049319177,,
07:58:05.380,0.022112739,-0.014145274,-0.010829203,0.033509275,-0.03634237,-0.049305891,,
07:58:05.385,0.022115558,-0.014142984,-0.01081274,0.033437427,-0.036346562,-0.049277803,,
07:58:05.390,0.022126705,-0.014153696,-0.010843733,0.033485893,-0.036364309,-0.049279362,,
07:58:05.395,0.022132183,-0.014167849,-0.010842577,0.033515926,-0.036376546,-0.049275679,,
07:58:05.400,0.022115859,-0.014178649,-0.010818022,0.033448386,-0.036368703,-0.049244121,,
07:58:05.405,0.022115142,-0.01419009,-0.010840374,0.033463035,-0.03637563,-0.049230172,,
07:58:05.410,0.022114464,-0.014206415,-0.010863315,0.033508675,-0.036383911,-0.049233379,,
07:58:05.415,0.022106937,-0.014205124,-0.010830799,0.033451974,-0.036382169,-0.049207946,,
07:58:05.420,0.022083239,-0.014208133,-0.010840325,0.033445904,-0.036384776,-0.049188506,,
07:58:05.425,0.022069849,-0.014224935,-0.010874941,0.033496569,-0.036388695,-0.049187056,,
07:58:05.430,0.022075467,-0.014228945,-0.010858362,0.033463678,-0.036391024,-0.049168555,,
07:58:05.435,0.022072169,-0.014226598,-0.010845846,0.033433639,-0.036398164,-0.049151734,,
07:58:05.440,0.022062228,-0.01424634,-0.010890468,0.03349963,-0.036401778,-0.04915806,,
07:58:05.445,0.022054593,-0.014265363,-0.010881059,0.033510665,-0.036399857,-0.049146968,,
07:58:05.450,0.022048536,-0.014260351,-0.010855858,0.033445673,-0.036407896,-0.049112762,,
07:58:05.455,0.022050972,-0.014264198,-0.010886005,0.033463136,-0.036417682,-0.049108492,,
07:58:05.460,0.022055909,-0.014278632,-0.010903068,0.033513507,-0.036419171,-0.049117575,,
07:58:05.465,0.022033125,-0.014289667,-0.010869203,0.03345993,-0.036412174,-0.049096454,,
07:58:05.470,0.022042358,-0.014287389,-0.010881252,0.033424342,-0.036412443,-0.049075688,,
07:58:05.475,0.022061452,-0.014296195,-0.010922337,0.033479472,-0.036423376,-0.04908599,,
07:58:05.480,0.02203244,-0.014314279,-0.010896545,0.033481553,-0.03643292,-0.04908653,,
07:58:05.485,0.022010565,-0.014313962,-0.010883799,0.033425794,-0.03641908,-0.049059492,,
07:58:05.490,0.022045013,-0.014314256,-0.010922325,0.033439112,-0.036427451,-0.049045748,,
07:58:05.495,0.02205185,-0.014331833,-0.010926044,0.033470817,-0.03644988,-0.04904893,,
07:58:05.500,0.022009874,-0.014342925,-0.010896726,0.03343876,-0.036443615,-0.04903003,,
07:58:05.505,0.022005432,-0.014360847,-0.010926572,0.0334391,-0.036444732,-0.049009678,,
07:58:05.510,0.022029059,-0.0143709,-0.010942364,0.033457507,-0.036461241,-0.049002161,,
07:58:05.515,0.022012798,-0.014367939,-0.010912733,0.033427065,-0.036466667,-0.048987578,,
