Datetime,GwP_170 m (MPa),GwP_360 m  (MPa),GwP_424 m  (MPa),GwP_464 m  (MPa)
7:53:00 AM,1.65302,3.535656,4.163052,4.494974
7:53:00 AM,1.65302,3.535656,4.163052,4.494974
7:53:00 AM,1.65302,3.535656,4.163052,4.494974
7:53:00 AM,1.65302,3.535656,4.163052,4.494992
7:53:00 AM,1.65302,3.535629,4.163052,4.494992
7:53:00 AM,1.653045,3.535656,4.16303,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494974
7:53:00 AM,1.653045,3.535629,4.163028,4.494992
7:53:00 AM,1.65302,3.535656,4.162982,4.494992
7:53:00 AM,1.65302,3.535629,4.162982,4.494992
7:53:00 AM,1.653045,3.535599,4.163004,4.494992
7:53:00 AM,1.653045,3.535599,4.162982,4.494992
7:53:00 AM,1.653045,3.535599,4.162982,4.494992
7:53:00 AM,1.653045,3.535599,4.163006,4.494992
7:53:00 AM,1.653045,3.535599,4.162982,4.494992
7:53:00 AM,1.653045,3.535599,4.162982,4.494992
7:53:00 AM,1.653045,3.535599,4.162982,4.494992
7:53:00 AM,1.653045,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494974
7:53:00 AM,1.65302,3.535599,4.162982,4.494974
7:53:00 AM,1.65302,3.535599,4.162982,4.494974
7:53:00 AM,1.65302,3.535599,4.162982,4.494974
7:53:00 AM,1.65302,3.535656,4.16303,4.494992
7:53:00 AM,1.65302,3.535629,4.162982,4.494992
7:53:00 AM,1.65302,3.535629,4.162982,4.494992
7:53:00 AM,1.65302,3.535629,4.162982,4.494992
7:53:00 AM,1.65302,3.535629,4.162982,4.494992
7:53:00 AM,1.653045,3.535629,4.163028,4.494992
7:53:00 AM,1.653045,3.535629,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.653045,3.535625,4.163028,4.494992
7:53:00 AM,1.65302,3.535625,4.163028,4.494992
7:53:00 AM,1.65302,3.535625,4.163028,4.494992
7:53:00 AM,1.65302,3.535625,4.163028,4.494992
7:53:00 AM,1.653045,3.535599,4.163006,4.494992
7:53:00 AM,1.653045,3.535599,4.163006,4.494992
7:53:00 AM,1.653045,3.535599,4.163028,4.494992
7:53:00 AM,1.65302,3.535599,4.163006,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535599,4.162982,4.494992
7:53:00 AM,1.65302,3.535629,4.162982,4.494992
7:53:00 AM,1.653045,3.535625,4.163028,4.494992
7:53:00 AM,1.65302,3.535656,4.16303,4.494992
7:53:00 AM,1.65302,3.53566,4.163032,4.494992
7:53:00 AM,1.65302,3.535656,4.16303,4.494992
7:53:01 AM,1.65302,3.535656,4.162983,4.494974
7:53:01 AM,1.65302,3.535629,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.653045,3.535629,4.162985,4.494992
7:53:01 AM,1.65302,3.535629,4.163008,4.494974
7:53:01 AM,1.653045,3.535629,4.163008,4.494992
7:53:01 AM,1.653045,3.535629,4.163008,4.494992
7:53:01 AM,1.652995,3.535686,4.162983,4.494992
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.53566,4.162985,4.494974
7:53:01 AM,1.653045,3.535656,4.163008,4.494955
7:53:01 AM,1.65302,3.535629,4.162983,4.494992
7:53:01 AM,1.65302,3.535629,4.163008,4.494992
7:53:01 AM,1.652995,3.535656,4.163008,4.494974
7:53:01 AM,1.653045,3.535656,4.16303,4.494972
7:53:01 AM,1.652995,3.535629,4.163008,4.494992
7:53:01 AM,1.653045,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535629,4.16303,4.494992
7:53:01 AM,1.65302,3.535686,4.163008,4.494974
7:53:01 AM,1.65302,3.535629,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.65302,3.535656,4.16303,4.494974
7:53:01 AM,1.653045,3.535656,4.16303,4.494974
7:53:01 AM,1.65302,3.535629,4.163008,4.495011
7:53:01 AM,1.653045,3.535686,4.163008,4.494992
7:53:01 AM,1.65302,3.535656,4.162985,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535686,4.163008,4.495011
7:53:01 AM,1.653045,3.535629,4.163008,4.494992
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.65302,3.535656,4.163032,4.494992
7:53:01 AM,1.653045,3.535656,4.16303,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.65302,3.535686,4.163008,4.494992
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.653045,3.535686,4.163008,4.494974
7:53:01 AM,1.65302,3.535629,4.163032,4.494972
7:53:01 AM,1.65302,3.535656,4.163008,4.494972
7:53:01 AM,1.653045,3.535656,4.163008,4.494974
7:53:01 AM,1.653045,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.16303,4.494992
7:53:01 AM,1.652995,3.535629,4.163008,4.494955
7:53:01 AM,1.652995,3.535629,4.162983,4.494992
7:53:01 AM,1.65302,3.535629,4.16303,4.494974
7:53:01 AM,1.65302,3.53566,4.163008,4.494992
7:53:01 AM,1.653045,3.535629,4.162985,4.494992
7:53:01 AM,1.65302,3.535656,4.16303,4.494992
7:53:01 AM,1.652995,3.535629,4.163008,4.494992
7:53:01 AM,1.652995,3.535629,4.162983,4.494972
7:53:01 AM,1.65302,3.535629,4.163008,4.494992
7:53:01 AM,1.65302,3.53566,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.16303,4.494974
7:53:01 AM,1.65302,3.535656,4.16303,4.494974
7:53:01 AM,1.65302,3.535656,4.16303,4.494974
7:53:01 AM,1.65302,3.535656,4.16303,4.494974
7:53:01 AM,1.65302,3.535656,4.16303,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.65302,3.535656,4.16303,4.494992
7:53:01 AM,1.65302,3.535656,4.16303,4.494992
7:53:01 AM,1.65302,3.535656,4.16303,4.494992
7:53:01 AM,1.65302,3.535656,4.16303,4.494992
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.652995,3.535629,4.163008,4.494992
7:53:01 AM,1.65302,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535629,4.163032,4.494974
7:53:01 AM,1.65302,3.535686,4.163008,4.494992
7:53:01 AM,1.65302,3.535629,4.16303,4.494994
7:53:01 AM,1.653045,3.535656,4.163008,4.494974
7:53:01 AM,1.65302,3.535656,4.162983,4.494974
7:53:01 AM,1.65302,3.535656,4.163008,4.494992
7:53:01 AM,1.653045,3.535629,4.163008,4.494992
7:53:01 AM,1.652995,3.535629,4.163032,4.494974
7:53:01 AM,1.65302,3.535656,4.163006,4.494992
7:53:01 AM,1.652995,3.535629,4.163008,4.494974
7:53:01 AM,1.652995,3.535686,4.162985,4.494992
7:53:01 AM,1.652995,3.535656,4.163008,4.494974
7:53:01 AM,1.653045,3.535686,4.163008,4.494974
7:53:01 AM,1.65302,3.53566,4.163008,4.494974
7:53:01 AM,1.653045,3.53566,4.163008,4.494992
7:53:01 AM,1.65302,3.535629,4.163008,4.494974
7:53:01 AM,1.65302,3.535629,4.163008,4.495011
7:53:01 AM,1.652995,3.535656,4.163008,4.494994
7:53:01 AM,1.65302,3.535656,4.162983,4.494992
7:53:01 AM,1.65302,3.535656,4.16303,4.494992
7:53:01 AM,1.65302,3.535629,4.163008,4.494992
7:53:01 AM,1.65302,3.53566,4.16303,4.495011
7:53:01 AM,1.652995,3.535656,4.163008,4.494974
7:53:01 AM,1.652995,3.535656,4.163032,4.494992
7:53:01 AM,1.65302,3.535629,4.163008,4.494992
7:53:01 AM,1.65302,3.535686,4.163052,4.494938
7:53:01 AM,1.653045,3.535686,4.163028,4.494938
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.652995,3.535686,4.163028,4.494938
7:53:01 AM,1.65302,3.535717,4.16305,4.494955
7:53:01 AM,1.652995,3.535717,4.163052,4.494974
7:53:01 AM,1.65302,3.53566,4.163052,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494974
7:53:01 AM,1.65302,3.535686,4.163052,4.494955
7:53:01 AM,1.65302,3.535686,4.163052,4.494957
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.653045,3.535686,4.163052,4.494955
7:53:01 AM,1.65302,3.535686,4.16305,4.494974
7:53:01 AM,1.65302,3.535717,4.163052,4.494955
7:53:01 AM,1.652995,3.535717,4.163052,4.494938
7:53:01 AM,1.652995,3.535686,4.163052,4.494938
7:53:01 AM,1.652995,3.53566,4.163052,4.494955
7:53:01 AM,1.65302,3.53566,4.163028,4.494974
7:53:01 AM,1.65302,3.535717,4.163052,4.494938
7:53:01 AM,1.65302,3.535686,4.163052,4.494974
7:53:01 AM,1.65302,3.535691,4.163052,4.494955
7:53:01 AM,1.65302,3.53566,4.163028,4.494955
7:53:01 AM,1.652995,3.535686,4.163052,4.494974
7:53:01 AM,1.65302,3.535686,4.163075,4.494955
7:53:01 AM,1.653045,3.535686,4.163052,4.494938
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.16305,4.494957
7:53:01 AM,1.65302,3.535686,4.163028,4.494974
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494938
7:53:01 AM,1.65302,3.535686,4.163052,4.494938
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.16305,4.494974
7:53:01 AM,1.653045,3.53566,4.163028,4.494974
7:53:01 AM,1.65302,3.535686,4.163028,4.494938
7:53:01 AM,1.65302,3.53566,4.163052,4.494955
7:53:01 AM,1.653045,3.535686,4.163028,4.494938
7:53:01 AM,1.65302,3.535686,4.163028,4.494974
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535691,4.163052,4.494938
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.16305,4.494955
7:53:01 AM,1.652995,3.535686,4.163075,4.494955
7:53:01 AM,1.652995,3.535686,4.163052,4.494955
7:53:01 AM,1.652995,3.535686,4.163052,4.494955
7:53:01 AM,1.65302,3.53566,4.163028,4.494974
7:53:01 AM,1.65302,3.535686,4.163028,4.494974
7:53:01 AM,1.65302,3.53566,4.16305,4.494955
7:53:01 AM,1.65302,3.53566,4.163075,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163052,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494974
7:53:01 AM,1.652995,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163075,4.494955
7:53:01 AM,1.652995,3.53566,4.163028,4.494955
7:53:01 AM,1.652995,3.535686,4.163052,4.494938
7:53:01 AM,1.65302,3.535686,4.16305,4.494974
7:53:01 AM,1.65302,3.535686,4.16305,4.494974
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.53566,4.163052,4.494955
7:53:01 AM,1.65302,3.535717,4.163028,4.494974
7:53:01 AM,1.653045,3.53566,4.163052,4.494974
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.53566,4.163028,4.494955
7:53:01 AM,1.65302,3.535629,4.163052,4.494974
7:53:01 AM,1.65302,3.53566,4.163052,4.494974
7:53:01 AM,1.65302,3.535656,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.16305,4.494955
7:53:01 AM,1.65302,3.535686,4.163052,4.494955
7:53:01 AM,1.652995,3.53566,4.163052,4.494938
7:53:01 AM,1.652995,3.535686,4.163052,4.494955
7:53:01 AM,1.65302,3.535686,4.163052,4.494955
7:53:01 AM,1.65302,3.535686,4.163075,4.494974
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.652995,3.53566,4.16305,4.494974
7:53:01 AM,1.65302,3.535717,4.163028,4.494955
7:53:01 AM,1.65302,3.535686,4.163075,4.494974
7:53:01 AM,1.65302,3.535686,4.163075,4.494955
7:53:01 AM,1.652995,3.53566,4.163052,4.494955
7:53:01 AM,1.65302,3.535686,4.16305,4.494974
7:53:01 AM,1.652995,3.535686,4.163052,4.494955
7:53:01 AM,1.652995,3.535686,4.163052,4.494974
7:53:01 AM,1.65302,3.535686,4.163075,4.494974
7:53:01 AM,1.65302,3.53566,4.163052,4.494974
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:01 AM,1.653045,3.53566,4.163052,4.494955
7:53:01 AM,1.65302,3.535656,4.163028,4.494955
7:53:01 AM,1.652995,3.535686,4.163052,4.494974
7:53:01 AM,1.65302,3.53566,4.163075,4.494938
7:53:01 AM,1.65302,3.535686,4.163028,4.494955
7:53:02 AM,1.65302,3.535686,4.163028,4.494955
7:53:02 AM,1.65302,3.535686,4.163028,4.494955
7:53:02 AM,1.65302,3.535656,4.163008,4.494974
7:53:02 AM,1.653045,3.535656,4.163008,4.494974
7:53:02 AM,1.65302,3.535656,4.163008,4.494974
7:53:02 AM,1.65302,3.535656,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.163008,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.535686,4.162983,4.494974
7:53:02 AM,1.653045,3.53566,4.162983,4.494974
7:53:02 AM,1.653045,3.53566,4.162983,4.494974
7:53:02 AM,1.653045,3.53566,4.162983,4.494974
7:53:02 AM,1.653045,3.53566,4.162983,4.494974
7:53:02 AM,1.653045,3.53566,4.162983,4.494974
7:53:02 AM,1.653045,3.53566,4.162983,4.494974
7:53:02 AM,1.653045,3.53566,4.162983,4.494974
7:53:02 AM,1.65302,3.535656,4.163008,4.494974
7:53:02 AM,1.653045,3.53566,4.162983,4.494974
7:53:02 AM,1.65302,3.535656,4.163008,4.494974
7:53:02 AM,1.65302,3.535656,4.163008,4.494974
7:53:02 AM,1.65302,3.535629,4.163008,4.494992
7:53:02 AM,1.653045,3.535656,4.163008,4.494974
